UniProtID,function,process,component
Q07654,GO:0003674///GO:0005515,GO:0006952///GO:0007586///GO:0042060,GO:0005576///GO:0005578///GO:0005615///GO:0005737///GO:0070062
Q8WWM9,GO:0004096///GO:0004601///GO:0005344///GO:0005506///GO:0005515///GO:0008941///GO:0019825///GO:0020037///GO:0046872///GO:0047888,GO:0001666///GO:0006810///GO:0006979///GO:0010764///GO:0015671///GO:0019395///GO:0032966///GO:0050999///GO:0098869///GO:2000490,GO:0005737///GO:0005829///GO:0016607///GO:0043005///GO:0043025
Q8WV41,GO:0005515///GO:0035091///GO:0042802,GO:0000281///GO:0006810///GO:0006886///GO:0006897///GO:0007032///GO:0007049///GO:0007067///GO:0015031///GO:0016197///GO:0017038///GO:0036089///GO:0044351///GO:0045806///GO:0051044///GO:0051301///GO:0097320///GO:2000009///GO:2000010,GO:0005737///GO:0005829///GO:0016020///GO:0019898///GO:0030659///GO:0031410
A1YPR0,GO:0003676///GO:0046872,GO:0045600///GO:0045944///GO:1903025,GO:0005634
Q8WXX7,GO:0003674///GO:0003682,GO:0008150///GO:0045944///GO:0051571///GO:0060013///GO:0098582///GO:2000620,GO:0005575///GO:0005634
P03923,GO:0008137///GO:0016491,GO:0006120///GO:0032981///GO:0035094///GO:0042220///GO:0042542///GO:0055114,GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0031966///GO:0070469
Q8N6M6,GO:0004177///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0042277///GO:0046872///GO:0070006,GO:0002003///GO:0006508///GO:0043171,GO:0005730///GO:0005737///GO:0005829
Q8N9V2,GO:0008270///GO:0016740///GO:0046872,GO:0007275///GO:0016567,
Q8WWH4,GO:0004871,GO:0007140///GO:0007165///GO:0007275///GO:0007283///GO:0030154///GO:0031047///GO:0034587///GO:0043046///GO:0051321,GO:0005737///GO:0071546
Q86XT2,,GO:0006810///GO:0015031///GO:0016197///GO:0016236///GO:0019058///GO:0036258///GO:0039702///GO:0075733,GO:0000813///GO:0005768///GO:0010008///GO:0016020///GO:0031902///GO:0070062
P32455,GO:0000166///GO:0003779///GO:0003924///GO:0005515///GO:0005525///GO:0016787///GO:0019899///GO:0019955///GO:0030507///GO:0042802///GO:0051879,GO:0002376///GO:0050848///GO:0050860///GO:0051607///GO:0060333///GO:0070373///GO:1900025///GO:1900041///GO:1903076///GO:1903077,GO:0000139///GO:0005576///GO:0005737///GO:0005794///GO:0005829///GO:0005886///GO:0016020
Q9HBX9,GO:0004871///GO:0004930///GO:0005515///GO:0046872,GO:0007165///GO:0007186///GO:0007188,GO:0005886///GO:0016020///GO:0016021
Q9NSD7,GO:0004871///GO:0004930///GO:0004966///GO:0008528,GO:0007165///GO:0007186///GO:0007188///GO:0007200///GO:0007218///GO:0032467///GO:0051482,GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q86WG3,GO:0005515///GO:0019894///GO:0050699,GO:0006810///GO:0006915///GO:0007399///GO:0031175///GO:0032880///GO:0048311///GO:2000212,GO:0005737///GO:0030054///GO:0030424///GO:0030425///GO:0031966///GO:0042995///GO:0043005///GO:0045202///GO:0005739
Q9UBU6,,,GO:0016020///GO:0016021
P14679,GO:0004497///GO:0004503///GO:0005507///GO:0005515///GO:0016491///GO:0042803///GO:0046872///GO:0046982,GO:0006583///GO:0006726///GO:0007601///GO:0008152///GO:0008283///GO:0009411///GO:0033280///GO:0042438///GO:0043473///GO:0048538///GO:0051591///GO:0055114,GO:0005634///GO:0005737///GO:0005764///GO:0005798///GO:0005829///GO:0016020///GO:0016021///GO:0033162///GO:0042470///GO:0043231///GO:0048471
Q86XT4,GO:0008270///GO:0016740///GO:0042802///GO:0046872,,GO:0005622///GO:0005737///GO:0005829
P47869,GO:0004890///GO:0005216///GO:0005230///GO:0005254///GO:0008503///GO:0022851,GO:0001505///GO:0006810///GO:0006811///GO:0006821///GO:0006836///GO:0007214///GO:0034220///GO:1902476,GO:0005886///GO:0016020///GO:0016021///GO:0030054///GO:0030285///GO:0030424///GO:0030425///GO:0030659///GO:0031410///GO:0034707///GO:0043025///GO:0045202///GO:0045211///GO:0060077///GO:0098794///GO:1902711
P34903,GO:0004890///GO:0005216///GO:0005230///GO:0005254///GO:0005515///GO:0008503,GO:0006810///GO:0006811///GO:0006821///GO:0007214///GO:0034220///GO:1902476,GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0030054///GO:0034707///GO:0045202///GO:0045211///GO:1902711
Q16445,GO:0004890///GO:0005216///GO:0005230///GO:0005254///GO:0008503,GO:0006810///GO:0006811///GO:0006821///GO:0007165///GO:0007214///GO:0034220///GO:1902476,GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0030054///GO:0034707///GO:0045202///GO:0045211///GO:1902711
P18505,GO:0004890///GO:0005216///GO:0005230///GO:0005253///GO:0005254///GO:0015276///GO:0022851///GO:0050811,GO:0006810///GO:0006811///GO:0006821///GO:0007165///GO:0007214///GO:0009636///GO:0021954///GO:0032570///GO:0034220///GO:0042698///GO:0071420///GO:1902476,GO:0005634///GO:0005635///GO:0005737///GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0030054///GO:0030425///GO:0034707///GO:0043235///GO:0045202///GO:0045211///GO:1902711
Q5TIA1,,GO:0007126///GO:0007127///GO:0007141///GO:0007276///GO:0007286///GO:0045141///GO:0051321,GO:0005623
Q9HCJ0,GO:0000166///GO:0003676///GO:0003723///GO:0005515,GO:0006417///GO:0007223///GO:0031047///GO:0035194///GO:0035195///GO:0035278///GO:0048015///GO:0060213///GO:1900153,GO:0005829
Q5SW24,GO:0005080///GO:0008013///GO:0008134///GO:0051018///GO:0070097,GO:0002244///GO:0003382///GO:0007162///GO:0030111///GO:0043588///GO:0072061///GO:1900108,GO:0005737///GO:0005739
Q96B18,GO:0005080///GO:0008013///GO:0042802///GO:0051018///GO:0070097,GO:0010719///GO:0016055///GO:0030178///GO:0030308///GO:0035414///GO:0090090,GO:0005737
Q6ISU1,GO:0005515,,GO:0016020///GO:0016021
Q8TBP5,,,GO:0016020///GO:0016021
P20062,GO:0031419///GO:0046872,GO:0006810///GO:0006811///GO:0006824///GO:0009235///GO:0015889,GO:0005576///GO:0005615///GO:0005768///GO:0043202///GO:0070062
O95452,,GO:0006915///GO:0007154///GO:0007568///GO:0007605///GO:0008285///GO:0032496///GO:0042471///GO:0048839///GO:0051602///GO:0071333,GO:0005829///GO:0005886///GO:0005921///GO:0005922///GO:0016020///GO:0016021///GO:0016324///GO:0030054
Q70IA8,GO:0005515///GO:0046872,,
P58872,GO:0004252///GO:0005509///GO:0008233///GO:0008236///GO:0016787,GO:0006508///GO:0016485,GO:0016020///GO:0016021
Q9NTI2,GO:0000166///GO:0000287///GO:0004012///GO:0005524///GO:0016787///GO:0046872,GO:0003011///GO:0006810///GO:0006869///GO:0007409///GO:0007568///GO:0008285///GO:0010842///GO:0010976///GO:0010996///GO:0015914///GO:0031175///GO:0040018///GO:0042472///GO:0042755///GO:0043588///GO:0045332///GO:0048666///GO:0050884///GO:0050908///GO:0060052///GO:0061092,GO:0001750///GO:0005654///GO:0005768///GO:0005794///GO:0005886///GO:0016020///GO:0016021///GO:0042995
Q9NX05,GO:0003723,,GO:0005634
Q9NZP8,GO:0004252///GO:0008233///GO:0008236///GO:0016787,GO:0002376///GO:0006508///GO:0006958///GO:0045087,GO:0005576///GO:0005615///GO:0070062
Q5T0F9,GO:0000978///GO:0000981///GO:0001078///GO:0005515,GO:0000122///GO:0006351///GO:0006355,GO:0005634///GO:0005654///GO:0043231
Q9UBN1,GO:0005244///GO:0005245///GO:0005262///GO:0016247,GO:0006810///GO:0006811///GO:0006816///GO:0019226///GO:0034765///GO:0051899///GO:0061337///GO:0070588///GO:2000311,GO:0005886///GO:0005887///GO:0005891///GO:0016020///GO:0016021///GO:0030666///GO:0032281
Q9HBW1,GO:0004860///GO:0005515,GO:0006469///GO:0019221///GO:0046426///GO:0050807///GO:0050808///GO:0097119,GO:0005737///GO:0005886///GO:0016020///GO:0016021///GO:0030054///GO:0043197///GO:0044309///GO:0045202///GO:0045211///GO:0060076
Q96LR7,GO:0005515,,
Q8IZU8,GO:0008146///GO:0016853///GO:0047757,GO:0030204///GO:0030205///GO:0030208,GO:0000139///GO:0016020///GO:0016021
Q9NZI2,GO:0005244///GO:0005267///GO:0005509///GO:0005515///GO:0015459///GO:0046872,GO:0006810///GO:0006811///GO:0006813///GO:0034765///GO:0061337///GO:0071805///GO:1901379,GO:0005737///GO:0005886///GO:0008076///GO:0016020///GO:0030425///GO:0031234///GO:0042995
Q9UBM1,GO:0000773///GO:0004608///GO:0008168///GO:0008170///GO:0008429///GO:0008757///GO:0016740///GO:0080101,GO:0006629///GO:0006644///GO:0006650///GO:0006656///GO:0006686///GO:0007584///GO:0008283///GO:0008285///GO:0008654///GO:0032259///GO:0033273///GO:0042493///GO:0043200///GO:0045471///GO:0046498///GO:0046500///GO:0050747///GO:1903955,GO:0005739///GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0031526///GO:0031966///GO:0042383
Q9H0V1,,,GO:0016020///GO:0016021///GO:0030133
Q7Z570,GO:0046872,,
Q86WN2,GO:0005125///GO:0005126///GO:0005132,GO:0002250///GO:0002286///GO:0002323///GO:0006952///GO:0006959///GO:0019221///GO:0030183///GO:0033141///GO:0042100///GO:0042742///GO:0043330///GO:0045087///GO:0051607,GO:0005576///GO:0005615
Q15848,GO:0005102///GO:0005125///GO:0005179///GO:0005515///GO:0033691///GO:0042802///GO:0042803,GO:0001666///GO:0001934///GO:0006006///GO:0006091///GO:0006635///GO:0007584///GO:0007623///GO:0009744///GO:0009749///GO:0009967///GO:0010642///GO:0010739///GO:0010745///GO:0010804///GO:0010875///GO:0010906///GO:0014823///GO:0014912///GO:0019395///GO:0030336///GO:0030853///GO:0031667///GO:0031953///GO:0032270///GO:0032720///GO:0032757///GO:0032869///GO:0033034///GO:0033211///GO:0034115///GO:0034383///GO:0034612///GO:0035690///GO:0042304///GO:0042493///GO:0042593///GO:0043123///GO:0043124///GO:0043407///GO:0045471///GO:0045599///GO:0045650///GO:0045715///GO:0045721///GO:0045776///GO:0045777///GO:0045860///GO:0045892///GO:0045923///GO:0046326///GO:0046888///GO:0048662///GO:0050728///GO:0050731///GO:0050765///GO:0050805///GO:0050873///GO:0051260///GO:0051384///GO:0051899///GO:0060081///GO:0070208///GO:0070373///GO:0070543///GO:0070994///GO:0071320///GO:0071639///GO:0071872///GO:0072659///GO:0090317///GO:1900121///GO:2000279///GO:2000467///GO:2000478///GO:2000481///GO:2000534///GO:2000584///GO:2000590,GO:0005576///GO:0005581///GO:0005615///GO:0005783///GO:0009986///GO:0043234///GO:0070062
Q6PJ61,GO:0005515,,
Q96CD0,GO:0004842///GO:0005515,GO:0000209,GO:0005829
Q12829,GO:0000166///GO:0005525,GO:0006904///GO:0007264///GO:0009306///GO:0016567///GO:0035556///GO:0072659///GO:1990967,GO:0005635///GO:0005768///GO:0005886///GO:0008021///GO:0016020///GO:0048471
P34969,GO:0004871///GO:0004930///GO:0004993///GO:0030594///GO:0051378,GO:0006939///GO:0007165///GO:0007186///GO:0007187///GO:0007198///GO:0007268///GO:0007623///GO:0008015///GO:0042310,GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q96EH8,GO:0008270///GO:0016740///GO:0046872///GO:0061630,GO:0016567,
Q8WXH5,GO:0004860///GO:0005515,GO:0007175///GO:0009968///GO:0016567///GO:0019221///GO:0032436///GO:0035556///GO:0040008///GO:0046426,GO:0005737
Q9BZB8,GO:0000166///GO:0000900///GO:0003676///GO:0003723///GO:0003730///GO:0008135///GO:0035925///GO:0043022///GO:0046872,GO:0006397///GO:0006412///GO:0006417///GO:0032869///GO:0071230///GO:0071456///GO:2000766,GO:0000932///GO:0005634///GO:0005737///GO:0005886///GO:0014069///GO:0016020///GO:0030054///GO:0030425///GO:0030529///GO:0042995///GO:0043005///GO:0045202///GO:0045211///GO:1990124
Q8N349,GO:0004871///GO:0004930///GO:0004984///GO:0005515,GO:0007165///GO:0007186///GO:0007608///GO:0008150///GO:0050896///GO:0050911,GO:0005886///GO:0016020///GO:0016021
Q9BYX2,GO:0005096///GO:0005515///GO:0017137///GO:0045296,GO:0006886///GO:0031338///GO:0043547///GO:0090630///GO:1902017,GO:0005634///GO:0005737///GO:0005829///GO:0012505///GO:0030054///GO:0031410
Q8TBP0,GO:0005096///GO:0005515///GO:0017137,GO:0001919///GO:0006886///GO:0031338///GO:0090630///GO:1902017,GO:0005769///GO:0005829
Q9NUL5,GO:0003723///GO:0005515,GO:0034340///GO:0034341///GO:0034342///GO:0045071///GO:0051607,GO:0005634///GO:0005737
P0DJD3,GO:0000166///GO:0003676///GO:0003723///GO:0003729///GO:0005515,GO:0000381///GO:0006397///GO:0008380,GO:0005634
Q96MG2,,GO:0003009///GO:0060314,GO:0005783///GO:0005789///GO:0016020///GO:0016529///GO:0033017
Q96C57,GO:0005515,,
Q9H106,,,GO:0005576
P34913,GO:0000287///GO:0003824///GO:0004301///GO:0005102///GO:0015643///GO:0016787///GO:0016791///GO:0033885///GO:0042577///GO:0042803///GO:0046872,GO:0006629///GO:0006805///GO:0006874///GO:0006954///GO:0008152///GO:0008217///GO:0009636///GO:0010628///GO:0016311///GO:0017144///GO:0019373///GO:0019439///GO:0042632///GO:0045909///GO:0046272///GO:0046839///GO:0072593///GO:0090181,GO:0005737///GO:0005777///GO:0005829///GO:0070062
P53674,GO:0005212///GO:0005515,GO:0007601,
P11086,GO:0004603///GO:0008168///GO:0016740,GO:0032259///GO:0042418///GO:0042423,GO:0005829
O95848,GO:0005515///GO:0008768///GO:0016787///GO:0016818///GO:0042802///GO:0046872///GO:0047631,GO:0018279,GO:0005737///GO:0005829///GO:0070062
Q9UBL0,GO:0003674///GO:0003676///GO:0005516,GO:0008150///GO:0034605,GO:0005575///GO:0005737
P50135,GO:0008168///GO:0008170///GO:0016740///GO:0046539,GO:0001695///GO:0002347///GO:0006548///GO:0006972///GO:0007420///GO:0007585///GO:0014075///GO:0032259///GO:0035902///GO:0042220///GO:0051384///GO:0070555///GO:1903955,GO:0005737///GO:0005829///GO:0043005///GO:0070062
P0CE71,GO:0005509///GO:0046872,,
P48539,GO:0005515///GO:0005516,GO:0007417,GO:0005634///GO:0005829
Q6PG37,GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q7Z2X7,GO:0005515,,
Q96CM4,GO:0004791,GO:0045454///GO:0045494///GO:0098869,GO:0005634///GO:0005640///GO:0005737///GO:0005739///GO:0016020
Q8N4X5,GO:0017124///GO:0030296///GO:0035591///GO:0042169,GO:0006954///GO:0007346///GO:0009966///GO:0032675///GO:0032757///GO:0045742///GO:0045893///GO:0061098,GO:0005737///GO:0005829///GO:0005886
P25713,GO:0005507///GO:0005515///GO:0008144///GO:0008270///GO:0016209///GO:0030295///GO:0043027///GO:0046870///GO:0046872,GO:0000060///GO:0001666///GO:0001934///GO:0006112///GO:0006707///GO:0006829///GO:0006875///GO:0006882///GO:0006915///GO:0006979///GO:0007420///GO:0008283///GO:0010038///GO:0010507///GO:0010628///GO:0010940///GO:0010942///GO:0014002///GO:0016570///GO:0019430///GO:0030308///GO:0030517///GO:0030949///GO:0032095///GO:0032148///GO:0033210///GO:0034599///GO:0035690///GO:0036091///GO:0043066///GO:0043085///GO:0043154///GO:0043491///GO:0043524///GO:0044242///GO:0045892///GO:0045893///GO:0050768///GO:0050821///GO:0051354///GO:0055069///GO:0055073///GO:0060049///GO:0060547///GO:0070371///GO:0070374///GO:0071276///GO:0071456///GO:0071732///GO:0097214///GO:1901215///GO:2000117///GO:2000296///GO:2000376///GO:2000378,GO:0005615///GO:0005622///GO:0005737///GO:0005741///GO:0005791///GO:0005829///GO:0005840///GO:0005874///GO:0005886///GO:0008021///GO:0014069///GO:0016234///GO:0030424///GO:0043197///GO:0048471///GO:0097449///GO:0097450
P12104,GO:0005215///GO:0005504///GO:0005515///GO:0008289,GO:0006810///GO:0007586///GO:0019433,GO:0005622///GO:0005737///GO:0005829
Q96FV2,GO:0003674///GO:0005515///GO:0016805,GO:0006508///GO:0006887///GO:0008150,GO:0070062
P22914,GO:0005212,GO:0002009///GO:0002088,
Q9GZK4,GO:0004871///GO:0004930///GO:0004984,GO:0007165///GO:0007186///GO:0007608///GO:0050896///GO:0050911,GO:0005886///GO:0016020///GO:0016021
Q86XF0,GO:0003729///GO:0004146///GO:0016491///GO:0050661,GO:0006545///GO:0006730///GO:0009165///GO:0046105///GO:0046653///GO:0046654///GO:0055114,GO:0005739///GO:0005743///GO:0005759///GO:0016020
Q8IYK8,GO:0000166///GO:0003924///GO:0005525,GO:0007165///GO:0007264,GO:0005622///GO:0005886///GO:0016020
Q86XD5,GO:0005515,,GO:0005654///GO:0005829
Q8N386,GO:0005515,,GO:0016020///GO:0016021
P54922,GO:0000287///GO:0003875///GO:0005515///GO:0016787///GO:0005096///GO:0017137,GO:0006464///GO:0051725///GO:0006886///GO:0031338///GO:0090630,GO:0005622///GO:0012505
Q9H477,GO:0000166///GO:0004747///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0016773///GO:0019200///GO:0046872,GO:0005975///GO:0006014///GO:0016310///GO:0019303///GO:0046835,GO:0005634///GO:0005737///GO:0070062
Q9P0Z9,GO:0005102///GO:0005515///GO:0008115///GO:0016491///GO:0050031,GO:0006554///GO:0033514///GO:0046653///GO:0055114,GO:0005777///GO:0005782
Q86WR7,GO:0005515,,
Q9Y2T5,GO:0001588///GO:0004871///GO:0004930,GO:0007165///GO:0007186///GO:0007212,GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q9BR01,GO:0004062///GO:0005515///GO:0008146///GO:0016740,GO:0006629///GO:0006790///GO:0008150///GO:0008202///GO:0050427,GO:0005737///GO:0005829
P30838,GO:0004028///GO:0004029///GO:0004030///GO:0005515///GO:0008106///GO:0016491///GO:0016620///GO:0018479,GO:0001666///GO:0006081///GO:0006805///GO:0007568///GO:0007584///GO:0008152///GO:0008284///GO:0014070///GO:0042493///GO:0051384///GO:0051591///GO:0055114,GO:0005615///GO:0005737///GO:0005783///GO:0005829///GO:0005886///GO:0016021
Q5SRE7,GO:0005515///GO:0016491///GO:0046872///GO:0051213,GO:0055114,
Q9BSQ5,GO:0005515,GO:0001568///GO:0001570///GO:0001701///GO:0001885///GO:0001944///GO:0007229///GO:0007275///GO:0007507///GO:0035264///GO:0045216///GO:0048839///GO:0048845///GO:0051403///GO:0060039///GO:0060837///GO:0061154,GO:0005737///GO:0005739///GO:0043234
Q96GU1,GO:0005515,,
Q99795,GO:0004872///GO:0005515,,GO:0005887///GO:0016020///GO:0016021///GO:0070062
Q9BV29,GO:0005515,,
Q29983,GO:0003823///GO:0005515///GO:0046703///GO:0030881,GO:0001913///GO:0002250///GO:0002376///GO:0002418///GO:0006974///GO:0009408///GO:0016032///GO:0019835///GO:0019882///GO:0032815///GO:0042267///GO:0042742///GO:0045953///GO:0046629///GO:0050776///GO:0051607,GO:0005615///GO:0005737///GO:0005886///GO:0005887///GO:0009986///GO:0016020///GO:0016021
O43704,GO:0004062///GO:0005515///GO:0008146///GO:0016740,GO:0006576///GO:0006629///GO:0006805///GO:0008202///GO:0009812///GO:0018958///GO:0030855///GO:0042403///GO:0050427///GO:0051923,GO:0005737///GO:0005829
P20794,GO:0000166///GO:0003713///GO:0004672///GO:0004674///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0046872,GO:0006351///GO:0006355///GO:0006468///GO:0007275///GO:0007283///GO:0010468///GO:0016310///GO:0030154///GO:0035556///GO:0042073///GO:0045494///GO:0046777///GO:0060271///GO:1902856,GO:0001750///GO:0001917///GO:0005634///GO:0005737///GO:0005813///GO:0005815///GO:0005819///GO:0005856///GO:0005929///GO:0005930///GO:0030496///GO:0031514///GO:0032391///GO:0042995///GO:0072686///GO:0097542
Q2MKA7,GO:0001664///GO:0005102///GO:0005515///GO:0008201,GO:0001934///GO:0002090///GO:0016055///GO:0030177///GO:0050896///GO:0090263,GO:0005576///GO:0005634
Q2TAC2,GO:0005515,,
Q8TF39,GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q99895,GO:0004252///GO:0005515///GO:0008233///GO:0008236///GO:0016787,GO:0006508///GO:0009235,GO:0005576
P35913,GO:0004114///GO:0008081///GO:0016787///GO:0046872///GO:0047555,GO:0007165///GO:0007223///GO:0007601///GO:0007603///GO:0009583///GO:0016056///GO:0022400///GO:0046037///GO:0050896///GO:0051480///GO:0060041,GO:0001750///GO:0005886///GO:0016020///GO:0097381
Q99453,GO:0000977///GO:0000978///GO:0001077///GO:0003677///GO:0043565,GO:0001764///GO:0002087///GO:0003357///GO:0003358///GO:0003360///GO:0006351///GO:0006355///GO:0006366///GO:0007275///GO:0008285///GO:0010001///GO:0010468///GO:0010971///GO:0021533///GO:0021723///GO:0021934///GO:0030182///GO:0035914///GO:0045665///GO:0045666///GO:0045944///GO:0048468///GO:0048483///GO:0048484///GO:0048485///GO:0048486///GO:0048839///GO:0048894///GO:0060541///GO:0061452///GO:0061549///GO:0071157///GO:0071542///GO:0071773///GO:1901166,GO:0000790///GO:0005634
A8MQ27,GO:0005515///GO:0008270///GO:0016740///GO:0016874///GO:0046872,GO:0007219///GO:0016567///GO:0070086,GO:0005737///GO:0005769
Q9NQ76,GO:0005201///GO:0005515///GO:1990430,GO:0001501///GO:0030502///GO:0031214///GO:0046850,GO:0005576///GO:0005578
Q9NTI7,GO:0019901///GO:0030291,GO:0071901,GO:0005634
Q96S95,GO:0004860///GO:0008427///GO:0019901,GO:0006469,GO:0005634///GO:0005737///GO:0005813///GO:0005829
Q9BQW3,GO:0003677///GO:0046872,GO:0006351///GO:0006355///GO:0007275,GO:0005634
Q8IVN3,,GO:0002062///GO:0035988///GO:0042246,GO:0005634
O94827,GO:0004871///GO:0005085///GO:0005089,GO:0007165///GO:0035023///GO:0035767///GO:0043065///GO:0043123///GO:0043542///GO:0043547///GO:0051056,GO:0005737///GO:0005829///GO:0005886///GO:0005911///GO:0016020///GO:0030027///GO:0030054///GO:0030139///GO:0042995///GO:0048471
Q5SSQ6,,,
Q9P0S9,GO:0005515,GO:0006783,GO:0005739///GO:0016020///GO:0016021///GO:0031966
Q9H8U3,GO:0003677///GO:0008270///GO:0046872,,
Q9NVN3,GO:0001965///GO:0005085///GO:0005096,GO:0008277///GO:0043547,GO:0005737///GO:0005813///GO:0005829///GO:0005886///GO:0005938
Q7Z2X4,GO:0005515,GO:0001933///GO:0006112///GO:0010628///GO:0010635///GO:0044320///GO:0045944///GO:0046325///GO:0046627///GO:0051881///GO:0070346///GO:0070584///GO:0071345///GO:0071354///GO:0071356///GO:0071398///GO:0090005///GO:0090298///GO:2000045///GO:2000377///GO:2000379///GO:2001170///GO:2001171///GO:2001274///GO:0045444,GO:0005737
Q9BZM6,GO:0003823///GO:0046703,GO:0019882///GO:0030101///GO:0042267///GO:0050776,GO:0005783///GO:0005829///GO:0005886///GO:0015629///GO:0016020///GO:0031225///GO:0046658
Q9P2E8,GO:0004842///GO:0008270///GO:0016740///GO:0046872,GO:0016567,GO:0000139///GO:0005794///GO:0005795///GO:0005802///GO:0016020///GO:0016021
Q86YJ5,GO:0008270///GO:0016740///GO:0046872,GO:0016567,GO:0000139///GO:0005764///GO:0005765///GO:0005794///GO:0005795///GO:0005802///GO:0016020///GO:0016021
Q9NZI6,GO:0003677///GO:0003700///GO:0003714,GO:0000122///GO:0000902///GO:0002070///GO:0006351///GO:0006355///GO:0006357///GO:0006694///GO:0007028///GO:0007431///GO:0007565///GO:0008340///GO:0045927,GO:0001650///GO:0005634///GO:0005737///GO:0005739///GO:0016020
Q96JM2,GO:0003676///GO:0003677///GO:0005515///GO:0046872,GO:0006325///GO:0006351///GO:0006355///GO:0043392///GO:0045944,GO:0005634
Q5TF21,,GO:0010506,GO:0005615///GO:0016020///GO:0016021
Q6TDP4,GO:0003779///GO:0031208///GO:0032947///GO:0051015///GO:0004842,GO:0007420///GO:0016567///GO:0030036,GO:0005615///GO:0005886///GO:0014069///GO:0015629///GO:0016020///GO:0030054///GO:0031463///GO:0032839///GO:0043025///GO:0045202///GO:0045211
